method,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,Green,Green,Green,Hue,Hue,Hue,Subjective,Subjective,Subjective
attr,mean0,var0,mean1,var1,mean2,var2,mean3,var3,mean4,var4,mean5,var5,mean6,var6,mean7,var7,diss0,corr0,eng0,diss1,corr1,eng1,diss2,corr2,eng2,diss3,corr3,eng3,diss4,corr4,eng4,diss5,corr5,eng5,diss6,corr6,eng6,diss7,corr7,eng7,diss8,corr8,eng8,diss9,corr9,eng9,diss10,corr10,eng10,diss11,corr11,eng11,diss12,corr12,eng12,diss13,corr13,eng13,diss14,corr14,eng14,diss15,corr15,eng15,avr,cover,filtered,avr,cover,filtered,File Name,Subjective Color Rating,Subjective Quality Rating
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.49003992102128907,0.008620053630611059,0.14980784996944518,0.001458838001403404,0.3305651525738631,0.0015367214693126658,0.0004930806019007415,6.560638013593901e-05,0.4900399210212893,0.008683833726585924,0.14980784996944504,0.0018115978986193641,0.33056515257386326,0.0017306802068541047,0.0004930806019007426,0.0001283566669735699,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.559193391805066,0.4135863381618136,0.6826339980492985,0.23710702744624482,0.9985964141527437,0.2373176307453065,7-17-2014 plot 4.jpg,7.0,7.25
16,0.5035198653880327,0.007418017088722016,0.15392874175124321,0.0012577316269963776,0.3396582890207738,0.0013967976245979046,0.0005066441888593106,5.694125685866191e-05,0.5035198653880334,0.007464788716213319,0.1539287417512429,0.001513421287145428,0.3396582890207734,0.001540996286826684,0.0005066441888593113,0.00010157753253843729,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.565809750335152,0.4270861026108775,0.6759967149173804,0.22279506948851852,0.9968016984556382,0.2231849760027047,7-17-2014 plot 5.jpg,6.75,7.0
17,0.4839175203890375,0.007871057973710531,0.14793619903648067,0.0012513213579841184,0.32643517823442386,0.0016003074485294898,0.00048692021198284085,4.9827761219131446e-05,0.4839175203890365,0.00792603776736671,0.14793619903648067,0.001550138429702109,0.3264351782344241,0.0017680815095366387,0.00048692021198284106,0.00010170037932879763,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.544910245673767,0.3543947288360142,0.6724361744726295,0.22437458505160215,0.9976968703171715,0.22465631867447483,7-17-2014 plot 6.jpg,6.5,7.5
18,0.47836251520279305,0.008028224443391841,0.14623800395517786,0.0014140509781852403,0.32268795059404665,0.0013831292449938831,0.00048133073818020417,6.936218661364098e-05,0.47836251520279244,0.008084139585009252,0.1462380039551778,0.0017236045139745102,0.3226879505940466,0.001549959949513228,0.00048133073818020406,0.0001240810465169873,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5423058431827859,0.36230170537751094,0.6771001782077655,0.2289927792890645,0.9965026050327015,0.22950742444505148,7-17-2014 plot 7.jpg,7.25,7.0
19,0.4956665571565094,0.008141535161766154,0.15152794301864214,0.0013747276190851532,0.3343607001460698,0.0014677566118133118,0.0004987421511199341,6.178637383335553e-05,0.4956665571565087,0.008205681676445394,0.15152794301864206,0.0017326803278955392,0.3343607001460702,0.0016483375377676739,0.0004987421511199348,0.0001267646175563971,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5649427170576574,0.4300525339177254,0.6818523849525734,0.23746268935878873,0.9981278029259438,0.23773089542875253,7-17-2014 plot 8.jpg,6.75,7.25
20,0.49798015241090343,0.0071492370593258855,0.1522352215808417,0.0011580686073188004,0.3359213770122918,0.0013683102582666621,0.0005010701021534208,4.541149353407208e-05,0.49798015241090327,0.007198818223761654,0.15223522158084174,0.00143589273046818,0.335921377012292,0.001514014922480334,0.0005010701021534217,9.53912836213032e-05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5699045695651911,0.44773678857636245,0.6717482680200346,0.24001884168542353,0.9980556972962837,0.24032845432087185,7-17-2014 plot 9.jpg,6.75,7.25
21,0.4863331217667643,0.0076908077979081675,0.1486746614213949,0.0013116982350707333,0.328064665147086,0.001377228905397128,0.0004893508020841534,5.9911065604394485e-05,0.4863331217667636,0.007744889822852175,0.14867466142139496,0.0016032927215741148,0.32806466514708577,0.001545250052867129,0.0004893508020841533,0.00011010578012284895,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5568270810359267,0.3945763809436363,0.6770131530854578,0.2411814801359781,0.9984497947960222,0.24143034837641159,7-17-2014 plot 10.jpg,7.0,6.5
22,0.49654968679554917,0.007986329612126938,0.15179792051801203,0.0013851167350092122,0.3349564309658433,0.0014253655469695667,0.0004996307605480522,6.54651048376617e-05,0.49654968679554906,0.008040053362146719,0.15179792051801203,0.0016814709995790543,0.33495643096584304,0.0015784454381743169,0.000499630760548053,0.0001173528677876036,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5600699290347537,0.41227904042465513,0.6794267752206974,0.22499954603408917,0.9974461523792482,0.2253496214222968,7-17-2014 plot 11.jpg,6.5,6.75
23,0.48861463435568847,0.008387139724019343,0.14937213213952025,0.0014274485902554376,0.32960370008016787,0.0015383753035918125,0.000491646471380333,6.481829896876827e-05,0.4886146343556875,0.00844693302213042,0.14937213213952058,0.0017550763221717478,0.32960370008016787,0.0017199334128421685,0.0004916464713803321,0.0001236548276929525,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5470535557365672,0.36478008264506734,0.6799692485303717,0.21410200986027245,0.9931439673071446,0.21486016768813956,7-17-2014 plot 12.jpg,6.5,6.75
24,0.6096125280416117,0.011195216349860267,0.18636184160266478,0.0019837594402866985,0.4112249833095925,0.002120545477390363,0.0006133951528408886,9.211075575720631e-05,0.6096125280416115,0.01120121445229738,0.18636184160266503,0.0019954076067200716,0.41122498330959284,0.002155545330908344,0.0006133951528408896,9.038477207602627e-05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6872680580745869,0.77562461145962,0.7475997726191947,0.28241801970380853,0.9982777468291069,0.28279533451241085,7-31-2014 plot 1.jpg,7.5,7.5
25,0.5567614926358565,0.012900606831728272,0.17020499469457137,0.00227030200110916,0.3755733765054381,0.002205238573210663,0.0005602161785756165,0.00010269508559497446,0.556761492635857,0.012954771567815439,0.17020499469457157,0.002539875758240096,0.37557337650543865,0.0023047916366093412,0.0005602161785756179,0.0001450433108383942,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6294898116042055,0.6359729810516066,0.7261937591231525,0.2476726873760845,0.9985663988123058,0.24792977017967177,7-31-2014 plot 2.jpg,6.5,7.0
26,0.5879521901917648,0.010313155090212111,0.17974015936066556,0.0018749621041498827,0.3966136168086478,0.0018483230732211564,0.0005916004133386105,9.221018445222002e-05,0.5879521901917641,0.010326971186291953,0.17974015936066537,0.0019354630535714699,0.3966136168086483,0.0018789138106428704,0.0005916004133386107,0.00010210518321832346,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6572211613408849,0.7230865370258818,0.7260640878946818,0.2611027334734394,0.9981766046779832,0.2614640440263494,7-31-2014 plot 3.jpg,7.0,7.25
27,0.5914247780953418,0.010031222125430646,0.18080174823403866,0.00176277040585472,0.39895611279913773,0.0019051528075129261,0.0005950945485308631,8.24578825837789e-05,0.5914247780953412,0.010038216520121978,0.18080174823403855,0.0017730647444617396,0.3989561127991378,0.0019434635687115027,0.000595094548530863,7.844361091119297e-05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6648971664099955,0.7335338670893486,0.7284263059211895,0.2655788228868185,0.9982480860188291,0.2659307863721206,7-31-2014 plot 4.jpg,7.0,7.25
28,0.566943374630328,0.009984503038565785,0.1733176510003176,0.0017909472175268526,0.38244174626596067,0.0018673077958725626,0.0005704612387981659,8.559853979819815e-05,0.5669433746303278,0.009980696994924654,0.1733176510003176,0.0017469709514719041,0.38244174626596056,0.0018840084804847275,0.0005704612387981669,7.341609631819852e-05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6365689259856044,0.6789592987621972,0.7112590170136921,0.2526891209824339,0.9985298457367634,0.2529611249022081,7-31-2014 plot 5.jpg,6.75,7.0
