method,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,GLCM,Green,Green,Green,Hue,Hue,Hue,Subjective,Subjective,Subjective
attr,mean0,var0,mean1,var1,mean2,var2,mean3,var3,mean4,var4,mean5,var5,mean6,var6,mean7,var7,diss0,corr0,eng0,diss1,corr1,eng1,diss2,corr2,eng2,diss3,corr3,eng3,diss4,corr4,eng4,diss5,corr5,eng5,diss6,corr6,eng6,diss7,corr7,eng7,diss8,corr8,eng8,diss9,corr9,eng9,diss10,corr10,eng10,diss11,corr11,eng11,diss12,corr12,eng12,diss13,corr13,eng13,diss14,corr14,eng14,diss15,corr15,eng15,avr,cover,filtered,avr,cover,filtered,File Name,Subjective Color Rating,Subjective Quality Rating
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.5564407473544059,0.013867292480357995,0.1701069411300741,0.0022856780764747907,0.37535701206582406,0.003104213367752253,0.0005598934430807106,0.00010024737725030428,0.5564407473544043,0.013903168504516752,0.17010694113007432,0.0024710177235107485,0.3753570120658239,0.003150706161018206,0.000559893443080711,0.00013455722761500735,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6228330690873047,0.6070413596557752,0.724428911713747,0.23148875210319994,0.9989414277769352,0.23165507895126347,7-31-2014 plot 6.jpg,6.5,7.0
30,0.5972700745332271,0.009621712798759011,0.1825886869184804,0.001730282644472178,0.40289916157116834,0.0018792176721526784,0.0006009761148323889,8.803987332128412e-05,0.5972700745332277,0.009617360235303508,0.1825886869184805,0.0016816978556131793,0.4028991615711683,0.0018921190066371232,0.0006009761148323883,7.488094412833743e-05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6720026350408972,0.7505728500374498,0.731606631272169,0.25154634371699836,0.9982637849085223,0.2518695184956997,7-31-2014 plot 7.jpg,7.25,7.5
31,0.6590254099104981,0.009840739352368616,0.20146762640922652,0.0016787004347145716,0.4445573224383337,0.0017133675796041253,0.0006631146399446816,7.186028483079889e-05,0.659025409910498,0.009906243398851619,0.2014676264092267,0.0020335305391377184,0.4445573224383342,0.0018010306992501824,0.0006631146399446808,0.00013694624111436972,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7337952655090115,0.847169667948143,0.7731459279774426,0.23990601062103437,0.9983987150718149,0.240167852510122,7-31-2014 plot 8.jpg,6.75,7.0
32,0.6366335401764731,0.009836338171671328,0.19462231092011464,0.0017592578045279824,0.42945248808194936,0.0019023045760599004,0.0006405838294280076,8.757477707303691e-05,0.6366335401764727,0.009839284373714738,0.1946223109201145,0.00175346188686456,0.42945248808194914,0.0019247075657709246,0.0006405838294280073,8.442330663182001e-05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7157543128426659,0.831867831885787,0.7597911572631949,0.24703715261024214,0.998960599540549,0.24721131833511403,7-31-2014 plot 9.jpg,6.75,7.25
33,0.6450929639114461,0.01048024503242077,0.19720840243501708,0.0018347407272100865,0.4351589429597685,0.002034852865657259,0.0006490957435967146,8.655708799753857e-05,0.6450929639114458,0.010499408243792401,0.19720840243501733,0.0019227589713784955,0.43515894295976854,0.0020629852448867834,0.0006490957435967161,9.968158979195629e-05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7218162879079482,0.8287394569672044,0.7666370979934988,0.24366758748480677,0.9988050447980316,0.24386635480426644,7-31-2014 plot 10.jpg,7.0,7.25
34,0.5516503457673269,0.007442044368935522,0.1686424894977359,0.0012531932408414814,0.3721255613949832,0.0015502651913063192,0.00055507331721631,5.4694036380206304e-05,0.5516503457673256,0.007439740155193611,0.16864248949773586,0.0012227517383364146,0.37212556139498326,0.0015606735533505696,0.0005550733172163102,4.475288933590462e-05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6224955168236876,0.6392164092112991,0.6902423955227412,0.2360205053516146,0.9979578128051907,0.23635545359067756,7-31-2014 plot 11.jpg,6.5,6.5
35,0.5735259267402107,0.011393005745116223,0.17532997272471595,0.001961426567721219,0.3868821239764011,0.0022005880160475867,0.0005770846354178132,9.135504279069798e-05,0.573525926740211,0.011430055692669598,0.17532997272471584,0.0021433182026956463,0.38688212397640154,0.0022741387419729945,0.0005770846354178123,0.00012019873139584812,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6381860989389284,0.6512137366881513,0.722758143714634,0.220702911247367,0.9980510534701313,0.2209714157616155,7-31-2014 plot 12.jpg,6.5,6.75
36,0.47218458407680924,0.017819828759559585,0.14434937705042677,0.002908656194830523,0.318520517171489,0.003577089542783763,0.0004751144732037656,0.00012320446468904654,0.4721845840768085,0.017948545218576178,0.14434937705042686,0.003643484244144837,0.3185205171714895,0.0040067951625010435,0.0004751144732037659,0.00026274193324192204,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5451364093543735,0.43204646619877984,0.7143729590010696,0.24618155109578374,0.9968719075984164,0.24662718208279352,9-25-2014 plot 1.jpg,7.5,7.5
37,0.46524881989299044,0.01671752998349161,0.14222907648775535,0.0026714763885665274,0.3138418739685795,0.0029511910537081505,0.000468135672841396,0.00010383051814115151,0.46524881989299033,0.016884600342334664,0.14222907648775523,0.003587850224616939,0.3138418739685802,0.003512534929100451,0.0004681356728413964,0.00026965956623921996,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.526226066474852,0.37465154905290105,0.7111273037379917,0.22650021717510083,0.9941834478526959,0.22714281752746535,9-25-2014 plot 2.jpg,6.5,6.5
38,0.4994317040138963,0.011624893231882424,0.1526789687439519,0.0017879472757122029,0.33690054698708133,0.0023433059885723563,0.0005025306605842565,6.497561373141318e-05,0.4994317040138974,0.011704210256793315,0.15267896874395215,0.002191653504880027,0.3369005469870811,0.0026863410838141727,0.0005025306605842566,0.0001305416314262005,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5533096154333318,0.40546633752173245,0.6889090793619306,0.20007776763105103,0.9765719927295978,0.20194980121750886,9-25-2014 plot 3.jpg,5.25,5.25
39,0.4918376832675073,0.015381345250814001,0.15035743559565465,0.0023968828156886324,0.33177786510139373,0.0031620809959713027,0.0004948895191999541,9.176392698189563e-05,0.4918376832675079,0.015492608719478596,0.15035743559565468,0.002996898181910755,0.3317778651013942,0.0035918316798950415,0.0004948895191999544,0.00019733359448500685,2.981355052703649e-07,-1.4906777485638064e-07,0.9999997018645169,2.982721393241094e-07,-1.4913609190362526e-07,0.9999997017278829,2.9817510869973585e-07,-1.4908757657697014e-07,0.9999997018249135,2.982721393241094e-07,-1.4913609190362526e-07,0.9999997017278829,2.9852408201232696e-07,-1.4926206328532368e-07,0.9999997014759403,2.9897466638164416e-07,-1.4948735553728823e-07,0.999999701025356,2.987227213878897e-07,-1.4936138300276426e-07,0.999999701277301,2.9897466638164416e-07,-1.4948735553728823e-07,0.999999701025356,2.990112296657413e-07,-1.4950563718480286e-07,0.9999997009887927,2.9967970233414526e-07,-1.4983987361905706e-07,0.99999970032032,2.994100723344794e-07,-1.4970505857884088e-07,0.9999997005899501,2.9967970233414526e-07,-1.4983987361905706e-07,0.99999970032032,2.999903103129769e-07,-1.4999517765503837e-07,0.9999997000097123,3.0133461099208396e-07,-1.5066732819668233e-07,0.9999996986654116,3.007943075278889e-07,-1.5039717638325175e-07,0.9999996992057151,3.0133461099208396e-07,-1.5066732819668233e-07,0.9999996986654116,0.5611115337219397,0.4586383633393547,0.7067610818507701,0.23857093140068023,0.9968439211020511,0.23891607827811576,9-25-2014 plot 4.jpg,6.75,6.75
40,0.5032047467399048,0.013137555342310552,0.15383240827893552,0.0020050125584951638,0.3394457201268352,0.0027390567640105928,0.000506327114910794,7.319072014963858e-05,0.5032047467399042,0.013232235557752681,0.15383240827893555,0.002502229463664401,0.339445720126835,0.003138845323899426,0.0005063271149107943,0.00015748678398078017,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5655257591378583,0.45773161197526996,0.6975394438357228,0.21590127221103386,0.9841666218506181,0.21746538289687015,9-25-2014 plot 5.jpg,5.75,5.75
41,0.4947291482886127,0.018504392674847943,0.15124137206591395,0.0029016142038005926,0.3337283543061749,0.0037933317101989544,0.000497798925662207,0.00011233299782341575,0.49472914828861286,0.01865372768520798,0.15124137206591398,0.0037188137941475217,0.3337283543061749,0.004314105916227097,0.0004977989256622078,0.0002625257417770915,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5474988761414362,0.41857215681216564,0.7199645530770259,0.1985797621113533,0.9662925439554703,0.20131421334863864,9-25-2014 plot 6.jpg,5.25,5.25
42,0.4882086662006378,0.012233699094755976,0.14924802548237837,0.0018523454363721615,0.3293298470340029,0.0025329462295274005,0.0004912379842068241,6.53260909743022e-05,0.4882086662006382,0.012324754588598063,0.1492480254823786,0.0023291290519990987,0.32932984703400336,0.0029132042450239534,0.0004912379842068241,0.00014647231106888848,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5529233289128858,0.41305911680911683,0.6916554756029891,0.22376505465044227,0.9950614703332095,0.22436315492427464,9-25-2014 plot 7.jpg,6.0,6.0
43,0.492572654067865,0.01765406917491483,0.15058212013801273,0.0029232465647885232,0.3322736527389625,0.003085582717604226,0.0004956290504688846,0.00012656807431706907,0.49257265406786455,0.017821700831451775,0.15058212013801275,0.0038447298178853847,0.3322736527389627,0.0036721848608685173,0.000495629050468885,0.00029503629121442615,6.175833069702459e-07,-3.087917488374376e-07,0.9999993824167884,6.178875352002806e-07,-3.089438630464212e-07,0.9999993821125602,6.176938400481801e-07,-3.088470154105396e-07,0.9999993823062553,6.178875352002806e-07,-3.089438630464212e-07,0.9999993821125602,6.18358921798466e-07,-3.091795564912016e-07,0.9999993816411737,6.193846970481055e-07,-3.0969244443343315e-07,0.9999993806153988,6.189133737896375e-07,-3.094567826582895e-07,0.999999381086722,6.193846970481055e-07,-3.0969244443343315e-07,0.9999993806153988,6.19331184254124e-07,-3.096656880198705e-07,0.9999993806689117,6.208873971034361e-07,-3.104437949270381e-07,0.9999993791126993,6.204445795634862e-07,-3.1022238601964207e-07,0.9999993795555167,6.208873971034361e-07,-3.104437949270381e-07,0.9999993791126993,6.212849103874177e-07,-3.106425516924737e-07,0.9999993787151861,6.244153910900919e-07,-3.122077930187215e-07,0.9999993755847064,6.235298335642992e-07,-3.1176501397954337e-07,0.9999993764702636,6.244153910900919e-07,-3.122077930187215e-07,0.9999993755847064,0.5545921243650462,0.4353159260305392,0.7231466854744183,0.2225135854347986,0.9942311105760401,0.2231433075165991,9-25-2014 plot 8.jpg,6.25,6.25
44,0.4879994371013697,0.01756378646307112,0.14918406301693884,0.00288430767146434,0.3291887078203277,0.0032943540999403292,0.0004910274568481799,0.0001233149479032509,0.4879994371013696,0.01771985761915268,0.14918406301693832,0.003764037436083145,0.3291887078203272,0.0038171355933529646,0.0004910274568481807,0.00028676705797928175,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.561046213809817,0.4688091247145375,0.7197558004592286,0.2420411121012225,0.9973326535105915,0.24238782739712184,9-25-2014 plot 9.jpg,7.0,7.0
45,0.48634324283923197,0.01870380705312313,0.1486777554879002,0.00307166275564719,0.32807149249669787,0.003510808814082828,0.0004893609859575284,0.00013310807043190597,0.4863432428392333,0.01887046142309293,0.1486777554879001,0.0040084592887083565,0.3280714924966979,0.004073825007389445,0.0004893609859575292,0.00030717452968041076,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5572482631720016,0.45865354173985873,0.7238331544862936,0.24322183149356763,0.9968280833180827,0.2435839925504939,9-25-2014 plot 10.jpg,7.0,7.0
46,0.5003839791200533,0.01789997027678606,0.15297008438599058,0.0029276855551290115,0.3375429211126479,0.003343981025613575,0.0005034888445247415,0.00012582438142665347,0.5003839791200533,0.01807042487002527,0.15297008438599077,0.003888326545903033,0.337542921112648,0.003884686004618741,0.0005034888445247413,0.0003063134181621727,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5569616577623795,0.442339703341952,0.7229309581347206,0.2087923684771702,0.9861185834724222,0.21010673282070633,9-25-2014 plot 11.jpg,5.5,5.5
47,0.5034935294848891,0.01657797942096932,0.15392069072344394,0.0026283746801131535,0.33964052366846864,0.0029565111875843727,0.0005066176895427942,0.00010093884766810464,0.5034935294848897,0.01674819596843173,0.15392069072344397,0.0035478107908861194,0.33964052366846875,0.0035328682300471586,0.0005066176895427937,0.0002627153895415004,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5514275450780914,0.42874656296221375,0.7141034924703916,0.1814503119259609,0.9299195169196868,0.18592732163091247,9-25-2014 plot 12.jpg,4.0,4.0
48,0.45623914314464387,0.047458688287728416,0.13947476965541275,0.0060017459094102695,0.3077642361248072,0.014132592755563783,0.0004590700913582644,0.00012464729527766246,0.4562391431446441,0.04748068717589888,0.13947476965541286,0.006072828620587356,0.3077642361248071,0.014357194987981508,0.000459070091358265,0.00012123906904967799,1.2321321584953202e-05,0.11110495040762036,0.9999869086340667,1.387555935848664e-05,-6.937827812364136e-06,0.999986124488775,1.3865031619974888e-05,-6.932563870096078e-06,0.9999861350164405,1.387555935848664e-05,-6.937827812364136e-06,0.999986124488775,1.3903715227194431e-05,-6.95190594225747e-06,0.9999860963331018,1.3949725190413748e-05,-6.974911244254415e-06,0.999986050323459,1.3921565897732177e-05,-6.960831401702622e-06,0.9999860784825554,1.3949725190413748e-05,-6.974911244254415e-06,0.999986050323459,1.395686398570817e-05,-6.978480691707006e-06,0.9999860431847134,1.402449143687927e-05,-7.012294890374456e-06,0.9999859755577354,1.3992885395159083e-05,-6.996491648132442e-06,0.9999860071635557,1.402449143687927e-05,-7.012294890374456e-06,0.9999859755577354,1.4064389902393134e-05,-7.032244403310155e-06,0.9999859356595501,1.4201317882299478e-05,-7.100709360865151e-06,0.9999857987325378,1.4137739281237334e-05,-7.068919609889888e-06,0.9999858623106883,1.4201317882299478e-05,-7.100709360865151e-06,0.9999857987325378,0.47249116540490077,0.3122678038825807,0.7931201623567118,0.14971254568088646,0.11849581546814739,0.16872950887400684,Patch 1-2.jpg,2.0,2.0
49,0.4755400136699965,0.04162875869316617,0.14537514999568327,0.005289396082944216,0.32078398193801494,0.012750905623567324,0.00047849072312233575,9.431313218261181e-05,0.47554001366999626,0.04159139550446258,0.1453751499956833,0.005192602077481743,0.3207839819380149,0.012389870557017922,0.00047849072312233635,0.00010469668652043562,2.1399414726007242e-05,-1.0699821847966235e-05,0.9999786006997602,2.1420170705372914e-05,-1.0710200059843247e-05,0.999978579944003,2.006756078798622e-05,0.062489966112216314,0.9999792636214218,2.1420170705372914e-05,-1.0710200059843247e-05,0.999978579944003,2.1458651860196884e-05,-1.0729441049768512e-05,0.9999785414632607,2.152725080861736e-05,-1.0763741261187565e-05,0.9999784728650495,2.1488768760702413e-05,-1.0744499823387288e-05,0.9999785113466835,2.152725080861736e-05,-1.0763741261187565e-05,0.9999784728650495,2.1533161068044788e-05,-1.0766696454526855e-05,0.9999784669548537,2.1635143586363098e-05,-1.0817688814306935e-05,0.9999783649734361,2.159389972332816e-05,-1.0797066437049052e-05,0.9999784062168533,2.1635143586363098e-05,-1.0817688814306935e-05,0.9999783649734361,2.168374261397517e-05,-1.0841988854435454e-05,0.9999783163749347,2.1890100749188698e-05,-1.0945170170033219e-05,0.9999781100190476,2.1807278179092273e-05,-1.090375798018787e-05,0.9999781928407128,2.1890100749188698e-05,-1.0945170170033219e-05,0.9999781100190476,0.49768274708974736,0.35038425554664526,0.7640613513841497,0.14852100627125198,0.24964180700347502,0.17788755755564067,Patch 2.jpg,3.0,3.0
50,0.45372444794785355,0.04793833467830484,0.13870601375492522,0.005815868477986175,0.3060679037123964,0.014798394107651675,0.0004565397925641453,9.16093752358774e-05,0.45372444794785405,0.04797678846156484,0.13870601375492514,0.005984841051925047,0.30606790371239645,0.015011085538961891,0.00045653979256414604,0.00010900177727381024,4.4340982152754686e-05,0.08331116230602868,0.9999536440122432,4.841735762270774e-05,-2.4209264885671755e-05,0.9999515832284657,4.435078514329336e-05,0.0833111574042963,0.9999536337638805,4.707243102207697e-05,0.027754240992472264,0.9999522556598837,4.851108040239941e-05,-2.4256128546700797e-05,0.9999514895079574,4.865864339702209e-05,-2.432991362880662e-05,0.9999513419485477,4.8564906998203096e-05,-2.428304315096768e-05,0.999951435682668,4.865864339702209e-05,-2.432991362880662e-05,0.9999513419485477,4.8686084299954964e-05,-2.4343634748104244e-05,0.9999513145083125,4.890174823749949e-05,-2.445147197861311e-05,0.999951098849637,4.879463692723907e-05,-2.4397913707290097e-05,0.9999512059583311,4.890174823749949e-05,-2.445147197861311e-05,0.999951098849637,4.903990758701859e-05,-2.4520555036385778e-05,0.9999509606936706,4.947617103912328e-05,-2.4738697507576226e-05,0.9999505244409641,4.9260679304767615e-05,-2.4630946320957657e-05,0.9999507399273787,4.947617103912328e-05,-2.4738697507576226e-05,0.9999505244409641,0.4696455494140467,0.3080558188746532,0.7867459819025101,0.15945929635424028,0.09974139528388783,0.17059259317095582,Patch 3.jpg,1.0,1.0
51,0.47892286686501456,0.04171943956760729,0.14640930648410108,0.005389433949932553,0.32306594578335934,0.01268429183347418,0.0004818945668052442,0.00010842725321810821,0.47892286686501445,0.04168392324302291,0.14640930648410097,0.005292113980026187,0.3230659457833595,0.012381344325076872,0.0004818945668052446,0.00011777148200897904,1.8985088794842385e-05,-9.492634506675696e-06,0.9999810150013152,1.7421050964492732e-05,0.08332462272507948,0.9999817871592708,1.740776259609876e-05,0.08332462936938989,0.9999818010515398,1.9004782870355707e-05,-9.502481731478872e-06,0.9999809953074268,1.9043236080584627e-05,-9.521708702365667e-06,0.9999809568545823,1.9107869496435984e-05,-9.554026026759236e-06,0.999980892221783,1.906941266209001e-05,-9.534797242536635e-06,0.9999809306782502,1.9107869496435984e-05,-9.554026026759236e-06,0.999980892221783,1.9116422998649902e-05,-9.558302859605257e-06,0.9999808836683625,1.921180373221307e-05,-9.605994140343574e-06,0.9999807882885429,1.916925251895959e-05,-9.58471812542083e-06,0.9999808308393479,1.921180373221307e-05,-9.605994140343574e-06,0.9999807882885429,1.7659122742943374e-05,-8.82963933331407e-06,0.9999823409552197,1.864693010725228e-05,-9.323551981437214e-06,0.9999813531568214,1.7757759939300747e-05,-8.878958804859855e-06,0.9999822423188967,1.864693010725228e-05,-9.323551981437214e-06,0.9999813531568214,0.5026332427502328,0.3503349497871735,0.7733854853632871,0.15529440608400102,0.2996344205862708,0.182153091201246,Patch 4.jpg,4.0,3.0
52,0.4654564000782898,0.050673464910794865,0.14229253487129098,0.005773238752810021,0.31398190087798306,0.015557309586300382,0.0004683445410546156,5.118334662923534e-05,0.46545640007829,0.050822297281833136,0.14229253487129098,0.006450548545076875,0.31398190087798306,0.01638559448531181,0.00046834454105461603,0.00013644850804549937,2.9181403275320704e-05,0.19998540903224674,0.9999671711408639,3.651319440793125e-05,-1.8256930513392185e-05,0.9999634871389076,3.648652297300946e-05,-1.8243594309166165e-05,0.9999635138098556,3.5052666631614e-05,0.03998247334670715,0.9999642173769303,3.658372404750616e-05,-1.8292196622089802e-05,0.999963416610557,3.670344351707077e-05,-1.8352058550407595e-05,0.999963296893281,3.66329082206444e-05,-1.8316789608958522e-05,0.9999633674272842,3.670344351707077e-05,-1.8352058550407595e-05,0.999963296893281,3.671832200205916e-05,-1.8359498066010474e-05,0.9999632820150692,3.689519550764099e-05,-1.8447938073961467e-05,0.9999631051448188,3.681754989514362e-05,-1.8409113836805416e-05,0.9999631827890004,3.689519550764099e-05,-1.8447938073961467e-05,0.9999631051448188,3.3291460074661647e-05,0.04253654546992433,0.9999659690070649,3.734855162316805e-05,-1.867462454667349e-05,0.9999626517971184,3.719247402849538e-05,-1.859658284070985e-05,0.9999628078718045,3.734855162316805e-05,-1.867462454667349e-05,0.9999626517971184,0.490746420763652,0.3376191371821733,0.7888480961075387,0.14982053685636315,0.37373098944550637,0.17614931840278397,Patch 5-2.jpg,3.0,2.5
53,0.4698019178961821,0.03947617763734941,0.14362098313310942,0.005157342090839942,0.3169132472823539,0.011914510875044448,0.00047271702266132024,0.00012412812114571086,0.4698019178961822,0.0394252408178192,0.14362098313310945,0.004917355986524118,0.31691324728235404,0.011609120690723338,0.00047271702266132095,8.666190702406336e-05,3.934219844204894e-06,-1.967113791631504e-06,0.9999960657840253,3.93791741924644e-06,-1.968962586429253e-06,0.9999960620864575,3.935169395925263e-06,-1.967588569359793e-06,0.9999960648344755,3.93791741924644e-06,-1.968962586429253e-06,0.9999960620864575,3.945240067858129e-06,-1.9726239251665384e-06,0.9999960547638234,3.957342486226799e-06,-1.978675158261035e-06,0.9999960426614288,3.950019091758943e-06,-1.975013446549882e-06,0.9999960499848088,3.957342486226799e-06,-1.978675158261035e-06,0.9999960426614288,3.959102471469718e-06,-1.979555154365711e-06,0.9999960409014472,3.976912696161219e-06,-1.9884603020471195e-06,0.9999960230912578,3.968739561388133e-06,-1.9843737184253073e-06,0.9999960312643763,3.976912696161219e-06,-1.9884603020471195e-06,0.9999960230912578,3.987121597240912e-06,-1.9935647729130363e-06,0.999996012882377,4.023149200499675e-06,-2.0115786466903494e-06,0.999995976854846,4.006717930396631e-06,-2.0033629786535002e-06,0.999995993286083,4.023149200499675e-06,-2.0115786466903494e-06,0.999995976854846,0.49704157707626656,0.3599448283092367,0.7608508192255437,0.1653166971812943,0.43853434634323735,0.19706298982560075,Patch 6.jpg,4.0,4.0
