,"('Gabor', 'mean0')","('Gabor', 'var0')","('Gabor', 'mean1')","('Gabor', 'var1')","('Gabor', 'mean2')","('Gabor', 'var2')","('Gabor', 'mean3')","('Gabor', 'var3')","('Gabor', 'mean4')","('Gabor', 'var4')","('Gabor', 'mean5')","('Gabor', 'var5')","('Gabor', 'mean6')","('Gabor', 'var6')","('Gabor', 'mean7')","('Gabor', 'var7')","('GLCM', 'diss0')","('GLCM', 'corr0')","('GLCM', 'diss1')","('GLCM', 'corr1')","('GLCM', 'diss2')","('GLCM', 'corr2')","('GLCM', 'diss3')","('GLCM', 'corr3')","('GLCM', 'diss4')","('GLCM', 'corr4')","('GLCM', 'diss5')","('GLCM', 'corr5')","('GLCM', 'diss6')","('GLCM', 'corr6')","('GLCM', 'diss7')","('GLCM', 'corr7')","('GLCM', 'diss8')","('GLCM', 'corr8')","('GLCM', 'diss9')","('GLCM', 'corr9')","('GLCM', 'diss10')","('GLCM', 'corr10')","('GLCM', 'diss11')","('GLCM', 'corr11')","('Green', 'avr')","('Green', 'cover')","('Green', 'filtered')","('Hue', 'avr')","('Hue', 'cover')","('Hue', 'filtered')",File Name,Subjective Color Rating,Subjective Quality Rating
0,0.5044947123155977,0.007992164665824222,0.1542267577209698,0.0014634457425848268,0.3403158893703027,0.0015485146056986145,0.0005076250846785804,7.929594581801311e-05,0.5044947123155981,0.008007073675323932,0.15422675772096966,0.001542573740228497,0.3403158893703029,0.0016053809869294585,0.0005076250846785808,9.43910922413992e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,145.55279430581297,0.43721361234314304,174.55169136299867,0.23788404046157852,0.9896405558775095,0.2374995930061316,7-4-2014 plot 1.jpg,7.5,7.5
1,0.49109600612097926,0.008848192666970523,0.15013070088705918,0.0016057845069765773,0.3312775535786281,0.0016394253862251572,0.0004941432399722038,8.50682199635188e-05,0.4910960061209787,0.00888342998523241,0.15013070088705915,0.0017992148567278403,0.33127755357862765,0.0017453023209776494,0.0004941432399722044,0.00012221381692814373,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,141.79645805558405,0.3966675782540822,175.5310162835758,0.23947748682950445,0.9825274330837863,0.23875293569349157,7-4-2014 plot 2.jpg,7.25,7.25
2,0.5115191101314843,0.008129569787314082,0.15637415406356764,0.0015332250330451571,0.3450543219676083,0.0015844466291772684,0.0005146930686416615,9.158287396540111e-05,0.5115191101314852,0.00813898223583458,0.15637415406356764,0.0015704445196663272,0.34505432196760827,0.0016393679510759498,0.0005146930686416614,9.651351950854652e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,147.08377263638198,0.464225427057049,175.17751883055467,0.2321001423288059,0.9946793842478068,0.2319423416587942,7-4-2014 plot 3.jpg,7.25,7.25
3,0.4938607060306486,0.00820056386242083,0.15097588457824734,0.001445177917913182,0.33314253112077574,0.001610405857417054,0.0004969250947498594,7.297349502159984e-05,0.4938607060306491,0.008226454821139964,0.1509758845782476,0.001583109582904943,0.33314253112077563,0.0016973253328624305,0.00049692509474986,9.806368410175505e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,142.81640244551207,0.39967475016982723,174.1668237311057,0.23785574067809495,0.9893458173395644,0.23742306975353225,7-4-2014 plot 4.jpg,7.25,7.25
4,0.5052569985109855,0.007823219131414962,0.15445979272708568,0.0013442484153819167,0.3408301030938667,0.0016253586802758803,0.0005083921008336294,6.497131203357778e-05,0.5052569985109862,0.007851350792923307,0.15445979272708577,0.00149237817693,0.34083010309386674,0.001722597226382396,0.0005083921008336302,9.17764686706053e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,145.8899510070584,0.4450002994059954,173.5836482645741,0.24114749995428464,0.983685999859996,0.24049144139564707,7-4-2014 plot 5.jpg,7.25,7.25
5,0.49558366773196805,0.008118931025017486,0.1515026032739743,0.0013857686114303245,0.3343047856091218,0.0017177261424093197,0.0004986587473693614,6.698343233518766e-05,0.4955836677319691,0.008144808564137206,0.15150260327397413,0.00151596213024474,0.33430478560912164,0.0018181702149705613,0.0004986587473693609,8.891985085522012e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,143.12004296990332,0.4021020215242341,173.7263269561285,0.23671232062172098,0.9880548167221478,0.23620721172235465,7-4-2014 plot 6.jpg,7.25,7.25
6,0.5019478102363226,0.007979691691153422,0.153448156002596,0.0014899234328165794,0.3385978312319547,0.0015434292017754115,0.0005050623791593775,8.629870350211115e-05,0.5019478102363235,0.007995490526546214,0.1534481560025961,0.001566156334169196,0.3385978312319546,0.0016175499193233562,0.000505062379159378,9.977006552589901e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,145.07121039553118,0.43351080077781445,174.6594563184651,0.24068298001185562,0.9800303025006698,0.23985237531542333,7-4-2014 plot 7.jpg,7.25,7.25
7,0.49894789181357607,0.008022880138950328,0.1525310647418296,0.0015064592726567402,0.33657418285437474,0.0014409181061061102,0.0005020438463458519,8.390561368639106e-05,0.4989478918135771,0.008049383715623134,0.1525310647418294,0.0016415827880043392,0.3365741828543744,0.0015394434266042774,0.0005020438463458517,0.00010715656375099864,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,144.56931752941898,0.4208527542837405,175.31109263196282,0.23702026193150408,0.9934498354236786,0.23677799498999047,7-4-2014 plot 8.jpg,7.25,7.25
8,0.5001044940438647,0.007233657745457642,0.15288464428903875,0.0013142982763171749,0.3373543894790212,0.001426875899491192,0.0005032076252532532,7.088922396590991e-05,0.5001044940438646,0.007248068067150608,0.15288464428903872,0.0013890006938134234,0.3373543894790208,0.0014932116450723332,0.000503207625253254,7.903929245627884e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,145.44517706398983,0.4389359510929039,172.82139115299256,0.24190874344061042,0.9851487192501198,0.2413713024039732,7-4-2014 plot 9.jpg,7.5,7.5
9,0.4954455405417192,0.008194049781559137,0.151460377046057,0.0015835690865010636,0.3342116094539539,0.001424617137243972,0.0004985197631046393,9.481590650419391e-05,0.4954455405417196,0.00821594932929798,0.15146037704605703,0.001682932557051163,0.33421160945395406,0.001524501550602034,0.0004985197631046396,0.00010955638576372202,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,143.79102030869262,0.41571633206601594,175.3310791255362,0.240001505077999,0.985384107059931,0.23938469705008658,7-4-2014 plot 10.jpg,7.5,7.5
10,0.4955178516019489,0.007504451450407252,0.15148248292763405,0.0013766869506844997,0.33426038816693704,0.0014771125629010628,0.0004985925228525148,7.434927923078947e-05,0.4955178516019493,0.007524553975124521,0.151482482927634,0.0014749023402297042,0.334260388166937,0.0015471110717607654,0.000498592522852515,9.138459157088313e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,143.50420793303886,0.41572225321643114,172.97562253839962,0.23849892446959467,0.9912270465134927,0.23824103722946466,7-4-2014 plot 11.jpg,7.25,7.25
